global_seed,timestamp,system_name,model_name,noise_level,library_strategy,optimizer,use_ensemble,threshold,active_curation_threshold,expansion_strategy,split_strategy,discovery_time_s,structural_complexity,canonical_complexity,train_r2,train_mse,test_r2,test_mse,new_traj_r2,new_traj_mse,sim_time_s,sim_r2,sim_mse,equations
34,4/5/2026 22:14,vanderpol,Standard PySR,0.01,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,21.79124165,8,9,0.740927492,2.565478627,0.058055746,1.231269635,0.799365515,2.227746359,8.588123798,0.514022129,0.944224708,x1 + cos(x1**2)*0.006259679; x0*(-x0*x1 - 0.9988845)
135,4/5/2026 22:24,vanderpol,AutoSINDy,0.01,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,31.70047688,8,8,0.931234038,0.298962938,0.710794214,0.28868175,0.999908185,0.001013445,1.547662735,0.999907937,0.000176086,0.9998005184 x1; -1.0010891477 x0 + 2.0021424736 x1 + -2.0006229955 x0**2*x1
135,4/5/2026 22:24,vanderpol,Standard SINDy,0.01,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,0.589093447,158,158,0.931486212,0.295960716,-0.261994439,1.681660245,0.999641059,0.003979555,1.631453514,0.910576957,0.17000349,0.9998005184 x1; -57004.5325141671 x0 + 4763.1530628283 x1 + 1.1112579181 x0^2 + 2591.2826379980 x0^3 + 43.3091642958 x0^2 x1 + 5.7804314099 x0 x1^2 + -186.4058381630 x1^3 + 90226.5138607211 1 sin(1 x0) + -8210.1016364136 1 sin(1 x1) + -0.5974650270 1 cos(1 x1) + 0.2689453074 x0 sin(1 x0) + -33252.0480370472 x0 cos(1 x0) + 36.0117833273 x0 cos(1 x1) + 0.2137340376 x1 sin(1 x0) + 89.4058258208 x1 cos(1 x0) + 1.0845532966 x1 sin(1 x1) + 3363.6990620503 x1 cos(1 x1) + -4371.0240903882 x0^2 sin(1 x0) + -11.8963409573 x0^2 sin(1 x1) + -1.0889721807 x0^2 cos(1 x1) + -3.0293244019 x0 x1 cos(1 x0) + 12.7756944463 x0 x1 sin(1 x1) + 0.9903987072 x0 x1 cos(1 x1) + -0.8844612527 x1^2 cos(1 x0) + 530.5888931887 x1^2 sin(1 x1) + -0.7051561520 x1^2 cos(1 x1) + 184.7815063119 x0^3 cos(1 x0) + -0.5722080995 x0^3 sin(1 x1) + -0.0644859547 x0^2 x1 sin(1 x0) + 10.1087516659 x0^2 x1 cos(1 x0) + 1.4161852677 x0^2 x1 cos(1 x1) + -1.7301459239 x0 x1^2 sin(1 x0) + -0.6448594286 x0 x1^2 cos(1 x1) + 0.6100759372 x1^3 sin(1 x0) + 1.4410244294 x1^3 cos(1 x0) + -34.3163304297 x1^3 cos(1 x1)
135,4/5/2026 22:24,vanderpol,Standard PySR,0.01,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,20.28035307,8,9,0.839075651,1.396207857,0.238148633,0.965506897,0.901689949,1.091573127,6.416677237,-0.574377733,3.108162407,x1 + 0.009575445*sin(x1**4); (-x0**2*x1 + x1)*2.0411696
36,4/5/2026 22:24,vanderpol,AutoSINDy,0.01,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,20.89573121,12,12,0.933130514,0.290217619,0.67931147,0.333997861,0.999902998,0.001067658,1.407268763,0.9999065,0.000178501,0.9990981769 x1; -1.0022404231 x0 + 2.3254077029 x1 + -0.3327510261 x1*cos(x0) + -2.1326515692 x0**2*x1
36,4/5/2026 22:24,vanderpol,Standard SINDy,0.01,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,0.643719196,15,15,0.932850862,0.293547181,0.675551368,0.339673358,0.99960366,0.004391444,1.425349951,0.993616616,0.012173404,0.9990981769 x1; 2.0015984564 x1 + -2.0014580764 x0^2 x1 + -0.6703965345 x0 cos(1 x0) + -0.6755916420 x0^2 sin(1 x0)
36,4/5/2026 22:24,vanderpol,Standard PySR,0.01,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,17.23740435,8,9,0.840704607,1.39069336,0.229303758,1.013244659,0.901676048,1.091742636,5.420623064,-0.585006745,3.129644659,x1 + 0.003843462*cos(x1**3); (0.9801576 - x0**2)*(x1 + x1)
32,4/5/2026 22:25,vanderpol,AutoSINDy,0.02,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,19.95997334,8,8,0.778792451,1.219193694,0.378876952,1.245754657,0.999886972,0.001246224,1.62007618,0.99984671,0.000291633,0.9991794963 x1; -0.9991670891 x0 + 2.0009646012 x1 + -1.9920797453 x0**2*x1
32,4/5/2026 22:25,vanderpol,Standard SINDy,0.02,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,0.644793749,60,60,0.779045044,1.215967474,0.352054017,1.3132984,0.999686949,0.003467242,1.779123306,0.916455893,0.158828121,0.9991794963 x1; -139163.2783359040 x0 + 4.9586744169 x1 + 5888.0819257162 x0^3 + -2.7260281671 x0^2 x1 + 6.0940117684 x0 x1^2 + 226947.2979764714 1 sin(1 x0) + -87784.6178856521 x0 cos(1 x0) + 1.1761809416 x0 cos(1 x1) + -3.2019155838 x1 cos(1 x0) + -0.2810341081 x1 cos(1 x1) + -12634.3916865695 x0^2 sin(1 x0) + -0.2335581718 x0^2 sin(1 x1) + -9.6220681981 x1^2 sin(1 x0) + 677.0010906797 x0^3 cos(1 x0) + 3.5227761645 x0 x1^2 cos(1 x0)
32,4/5/2026 22:25,vanderpol,Standard PySR,0.02,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,17.8508215,9,10,0.693215237,2.312506078,0.105491055,1.93413563,0.901598931,1.092108053,5.306125402,-0.575512196,3.110453146,x1 + 0.0373781786232969*sin(x1**2)**2; x1*(2.0003512 - 2.03200834051609*x0**2)
33,4/5/2026 22:26,vanderpol,AutoSINDy,0.02,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,18.12719607,8,8,0.782237679,1.193535709,0.384197157,1.289786605,0.99990198,0.001082384,1.420399904,0.998310336,0.003218601,0.9998300641 x1; -1.0051772956 x0 + 1.9932010532 x1 + -1.9952151335 x0**2*x1
33,4/5/2026 22:26,vanderpol,Standard SINDy,0.02,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,0.610608101,170,170,0.783137699,1.182068099,0.033995012,2.203580097,0.995878934,0.045753546,2.04556632,-1.433001681,4.73003965,0.9998300641 x1; -2981808.2882105806 x0 + -24775.4643916906 x1 + 0.3757723662 x0 x1 + 119941.4423838835 x0^3 + 3943.7298407244 x0^2 x1 + 36.2295996027 x0 x1^2 + 4950929.7543754904 1 sin(1 x0) + -0.4895105603 1 cos(1 x0) + 403.7891863370 1 sin(1 x1) + -0.1878682090 1 cos(1 x1) + -1969316.8278262320 x0 cos(1 x0) + 187.1466371731 x0 cos(1 x1) + -0.5033225724 x1 sin(1 x0) + 24566.7881747901 x1 cos(1 x0) + 0.4911829139 x1 sin(1 x1) + -192.3937117844 x1 cos(1 x1) + -296774.2145330117 x0^2 sin(1 x0) + -65.9289914477 x0^2 sin(1 x1) + 9519.0023120920 x0 x1 sin(1 x0) + -1.8386538503 x0 x1 cos(1 x0) + 76.9716197228 x0 x1 sin(1 x1) + 0.4736279480 x0 x1 cos(1 x1) + -26.1327197412 x1^2 sin(1 x0) + -0.3964431561 x1^2 cos(1 x0) + -37.0740710241 x1^2 sin(1 x1) + -0.4120518524 x1^2 cos(1 x1) + 17346.3432523442 x0^3 cos(1 x0) + -0.3619955909 x0^3 sin(1 x1) + -4.4628170556 x0^3 cos(1 x1) + -1137.1677777586 x0^2 x1 cos(1 x0) + 0.2520156972 x0^2 x1 sin(1 x1) + 16.5368913470 x0^2 x1 cos(1 x1) + -0.7334024122 x0 x1^2 sin(1 x0) + 18.8028025693 x0 x1^2 cos(1 x0) + -9.6004068034 x0 x1^2 cos(1 x1) + 0.3096474651 x1^3 sin(1 x0) + 4.8727977638 x1^3 cos(1 x0) + 3.0194257768 x1^3 cos(1 x1)
33,4/5/2026 22:26,vanderpol,Standard PySR,0.02,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,17.3161571,8,9,0.695558273,2.298443955,0.125613634,1.964824438,0.901491761,1.093099299,10.62501049,-0.583025633,3.12563301,x1 - 0.030180002*sin(x0**9); (0.9794317 - x0**2)*x1*2.033833
134,4/5/2026 22:34,vanderpol,AutoSINDy,0.02,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,31.81272984,8,8,0.780193255,1.221473678,0.400513717,1.197134784,0.999895536,0.001153296,2.233047009,0.999475887,0.00099918,1.0004078673 x1; 1.9935427961 x1 + -1.0003174992 x0 + -1.9918346770 x0**2*x1
134,4/5/2026 22:34,vanderpol,Standard SINDy,0.02,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,0.88158083,214,214,0.773393636,1.237779912,-5.519437837,15.39353367,0.988519847,0.037607043,10.3983705,,,-8.6101287975 x0^3 + -0.9754163807 x0^2 x1 + 4.4646951717 1 sin(1 x1) + 3.8799429273 x0 cos(1 x0) + 0.4751936107 x0 cos(1 x1) + 13.2812510759 x0^2 sin(1 x0) + 1.1472490607 x1^2 sin(1 x0) + -6.8295912107 x0^3 cos(1 x0) + -0.5084383111 x0 x1^2 cos(1 x0); -4560913.2986281123 x0 + -41060.3203242728 x1 + 0.8807969711 x0^2 + -0.4477164226 x1^2 + 182727.7459614525 x0^3 + 5613.1084949328 x0^2 x1 + 87.5762192288 x0 x1^2 + 208.2280792921 x1^3 + 7583749.5164560350 1 sin(1 x0) + 9700.2455517492 1 sin(1 x1) + -0.3908660846 1 cos(1 x1) + 0.4294937969 x0 sin(1 x0) + -3022962.3648686139 x0 cos(1 x0) + 0.5779856644 x0 sin(1 x1) + 103.2313624725 x0 cos(1 x1) + -1.2933859568 x1 sin(1 x0) + 35376.2782612147 x1 cos(1 x0) + 0.4543523099 x1 sin(1 x1) + -4024.6666251450 x1 cos(1 x1) + -457104.4565425660 x0^2 sin(1 x0) + -29.7302606126 x0^2 sin(1 x1) + -0.9763118593 x0^2 cos(1 x1) + 13739.8369616492 x0 x1 sin(1 x0) + -0.6177822876 x0 x1 cos(1 x0) + 39.3715115094 x0 x1 sin(1 x1) + -114.0682834724 x1^2 sin(1 x0) + -645.4634529891 x1^2 sin(1 x1) + -0.3568707629 x1^2 cos(1 x1) + 26884.8987874225 x0^3 cos(1 x0) + -0.4229501053 x0^3 sin(1 x1) + 0.7517757603 x0^2 x1 sin(1 x0) + -1648.2463667399 x0^2 x1 cos(1 x0) + 9.0658670728 x0^2 x1 cos(1 x1) + -1.0209391454 x0 x1^2 sin(1 x0) + 46.2215552807 x0 x1^2 cos(1 x0) + -0.2104328438 x0 x1^2 sin(1 x1) + -4.9260322692 x0 x1^2 cos(1 x1) + 0.3188659229 x1^3 sin(1 x0) + 3.2760040675 x1^3 cos(1 x0) + 43.2534298883 x1^3 cos(1 x1)
134,4/5/2026 22:34,vanderpol,Standard PySR,0.02,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,27.82324624,8,9,0.644858665,2.954191435,0.03675194,2.105243082,0.845640282,1.713444169,8.195880651,-0.517743983,2.99393003,x1 + sin(x1**3)*(-0.034380272); x1*(-x0**2 + cos(x0))
135,4/5/2026 22:37,vanderpol,AutoSINDy,0.02,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,31.32108378,8,8,0.784669926,1.193822053,0.396834753,1.154496929,0.999898064,0.001123512,1.401873827,0.999909473,0.000173237,0.9992446075 x1; -0.9995358342 x0 + 1.9951602926 x1 + -1.9933168196 x0**2*x1
135,4/5/2026 22:37,vanderpol,Standard SINDy,0.02,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,0.580294371,174,174,0.698125262,1.48313233,-1.1925367,4.740192055,0.867669688,0.304460385,1.759099722,-1.425593074,4.718071447,0.6139654574 1 sin(1 x1) + 1.1381812826 x1 cos(1 x0); -6958912.1808752595 x0 + -39204.2989130286 x1 + 0.9957749705 x0^2 + 2.1170853295 x0 x1 + 280684.2965677694 x0^3 + 6218.9420295324 x0^2 x1 + 81.5544567988 x0 x1^2 + -4.1655024913 x1^3 + 11543574.4202188570 1 sin(1 x0) + 853.0195202981 1 sin(1 x1) + -4585065.8297718428 x0 cos(1 x0) + -2.6782260129 x0 sin(1 x1) + 387.8301118761 x0 cos(1 x1) + 38799.9618645874 x1 cos(1 x0) + 0.6185393216 x1 sin(1 x1) + -451.8642860494 x1 cos(1 x1) + -689388.7888920362 x0^2 sin(1 x0) + -97.2421987213 x0^2 sin(1 x1) + -1.0040536228 x0^2 cos(1 x1) + 15043.8012819511 x0 x1 sin(1 x0) + -1.8557553700 x0 x1 cos(1 x0) + 155.7248499125 x0 x1 sin(1 x1) + 1.5228910996 x0 x1 cos(1 x1) + -49.9695631808 x1^2 sin(1 x0) + -0.4541223718 x1^2 cos(1 x0) + -95.1219028877 x1^2 sin(1 x1) + -0.3934751404 x1^2 cos(1 x1) + 40131.6191200664 x0^3 cos(1 x0) + -0.4585030114 x0^3 sin(1 x1) + -6.0655281571 x0^3 cos(1 x1) + -1797.0383085306 x0^2 x1 cos(1 x0) + 26.7193952848 x0^2 x1 cos(1 x1) + -1.2409083396 x0 x1^2 sin(1 x0) + 28.9543263037 x0 x1^2 cos(1 x0) + -20.7338543786 x0 x1^2 cos(1 x1) + 0.2651809185 x1^3 sin(1 x0) + 8.9513550029 x1^3 cos(1 x0) + 9.4688134858 x1^3 cos(1 x1)
135,4/5/2026 22:37,vanderpol,Standard PySR,0.02,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,20.17128706,8,9,0.649161645,2.926685195,0.018840042,2.010974938,0.845675436,1.713365644,5.385417938,-0.514711403,2.987805654,x1 - (-0.024629336)*sin(x1**9); x1*(-x0**2 + cos(x0))
36,4/5/2026 22:38,vanderpol,AutoSINDy,0.02,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,19.68232012,22,24,0.789255001,1.159117886,0.358340895,1.335845106,0.999906576,0.001014754,1.606919289,0.999910914,0.000170016,0.9980505773 x1; -1.0021789616 x0 + -17.2801286254 x1 + 26.0946911370 x1*cos(x0) + 3.5568705631 x0**2*x1 + -10.8136715914 x1*cos(1.691155*x0) + 3.9944439214 x1*cos(2*x0)
36,4/5/2026 22:38,vanderpol,Standard SINDy,0.02,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,0.796713352,225,225,0.790152391,1.148652433,0.196276218,1.663766308,0.998545933,0.01233353,2.099526167,-18.03171492,36.0420978,0.6565014890 1 + 1.0000170144 x1 + 0.9923217782 x0^2 + 0.7906614150 1 cos(1 x1) + 1.3990116451 x0 sin(1 x1) + -0.4694897441 x0^2 cos(1 x0) + -1.5568419210 x0^2 cos(1 x1) + -0.7771408599 x0^2 x1 sin(1 x0) + -0.5746605042 x0^2 x1 sin(1 x1); -7939926.1422479441 x0 + 440.9297201622 x1 + -10.2086863411 x0^2 + 10.9759711446 x1^2 + 320868.0384680731 x0^3 + 5.8589969839 x0^2 x1 + 70.4088724625 x0 x1^2 + -16.9936938956 x1^3 + 13162557.7534210701 1 sin(1 x0) + 4.5911572930 1 cos(1 x0) + -628.1949376860 1 sin(1 x1) + -2.8653823609 1 cos(1 x1) + -5222706.2998231258 x0 cos(1 x0) + 71.9004376463 x0 sin(1 x1) + 63.8896320266 x0 cos(1 x1) + -61.4500764014 x1 sin(1 x0) + -31.9400780107 x1 cos(1 x0) + -3.6705180128 x1 sin(1 x1) + 218.6228767853 x1 cos(1 x1) + -783929.1679571881 x0^2 sin(1 x0) + -31.8029638793 x0^2 sin(1 x1) + 11.3995907637 x0^2 cos(1 x1) + 19.0545713794 x0 x1 cos(1 x0) + 40.9243449245 x0 x1 sin(1 x1) + -27.8080175966 x0 x1 cos(1 x1) + -114.5055145095 x1^2 sin(1 x0) + -10.6337526937 x1^2 cos(1 x0) + 24.6155789033 x1^2 sin(1 x1) + 1.2598888837 x1^2 cos(1 x1) + 45485.1401580264 x0^3 cos(1 x0) + -2.4010335906 x0^3 sin(1 x1) + 0.7092067109 x0^2 x1 sin(1 x0) + -2.8928571660 x0^2 x1 cos(1 x0) + 3.5905142307 x0^2 x1 sin(1 x1) + 12.0679948622 x0^2 x1 cos(1 x1) + -3.0418543520 x0 x1^2 sin(1 x0) + 48.0878672716 x0 x1^2 cos(1 x0) + -4.2157541893 x0 x1^2 sin(1 x1) + -7.5872719834 x0 x1^2 cos(1 x1) + 1.6840059177 x1^3 sin(1 x0) + -1.6991836120 x1^3 cos(1 x0) + 0.3200015516 x1^3 sin(1 x1) + 0.2998345966 x1^3 cos(1 x1)
36,4/5/2026 22:38,vanderpol,Standard PySR,0.02,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,19.2969861,8,9,0.700916792,2.287548938,0.248169428,1.616027796,0.899180296,1.119471731,6.436283588,-0.199121838,2.328724804,x1 + 0.0019556866*cos(x1**3); -x0 + x1*(0.98573786 - x0**2)
32,4/5/2026 22:39,vanderpol,AutoSINDy,0.03,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,26.28430748,17,17,0.631772973,2.741872802,0.217249109,2.802686953,0.999819388,0.001989221,2.140452385,0.999472948,0.001002162,0.9984632504 x1; -0.9975030664 x0 + 0.2916485890 x1 + 2.0420000556 x1*cos(x0) + -1.4157155565 x0**2*x1 + -0.3434549255 x1*cos(1.6806766*x0)
32,4/5/2026 22:39,vanderpol,Standard SINDy,0.03,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,0.988039255,143,143,0.632938686,2.726574718,0.18909116,2.91193089,0.998845149,0.007468347,1.944040537,0.722675716,0.528207177,-27.4887127469 x1 + 1.1914903935 x0 x1^2 + 0.7150303834 x1^3 + 45.0524562342 1 sin(1 x1) + 0.6575787720 x0 cos(1 x1) + -16.5116932399 x1 cos(1 x1) + -0.3767315669 x0^2 sin(1 x0) + -0.5494970203 x0^2 sin(1 x1) + 1.0681772465 x0 x1 sin(1 x0) + -1.1824229816 x0 x1 sin(1 x1) + -2.0173949573 x1^2 sin(1 x1) + -0.4582465856 x0 x1^2 cos(1 x0) + 0.3971917779 x0 x1^2 cos(1 x1) + 0.4841611521 x1^3 cos(1 x0); -15853.0428475233 x1 + 7.3903851685 x0^3 + 2527.9548612207 x0^2 x1 + 28.8587635611 x0 x1^2 + -2.6020799710 x1^3 + -74.2733492531 1 sin(1 x1) + -3.7118111544 x0 cos(1 x0) + 3.1127958567 x0 cos(1 x1) + 15904.7164703949 x1 cos(1 x0) + 24.2833323113 x1 cos(1 x1) + -13.9181705839 x0^2 sin(1 x0) + -1.2890391603 x0^2 sin(1 x1) + 6153.8265033134 x0 x1 sin(1 x0) + -45.1577239059 x1^2 sin(1 x0) + 2.5793008684 x1^2 sin(1 x1) + 5.9304035217 x0^3 cos(1 x0) + -731.6657437495 x0^2 x1 cos(1 x0) + 17.5512093757 x0 x1^2 cos(1 x0) + 0.2334372654 x0 x1^2 cos(1 x1)
32,4/5/2026 22:39,vanderpol,Standard PySR,0.03,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,22.79299927,8,9,0.471454531,5.0225359,0.067003512,3.433919996,0.800760501,2.212169224,7.139833212,-0.388362049,2.733220736,x1 + 0.0197380835494441*sin(x1**2)**2; x1*(0.9513126 - x0**2)
133,4/6/2026 0:52,vanderpol,AutoSINDy,0.03,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,33.44476771,15,15,0.63328517,2.696284804,0.23337629,2.614743003,0.999855383,0.001588896,1.46018219,0.998975977,0.001947036,0.9984166138 x1; -1.0029799448 x0 + -1.2837961230 x0**2*x1 + 2.2378426657 x1*cos(x0) + -0.2423975264 x1*cos(1.9403063*x0)
133,4/6/2026 0:52,vanderpol,Standard SINDy,0.03,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,0.655277729,178,178,0.635410963,2.666392565,-1.391785622,9.471979704,0.9956308,0.04849789,6.626449585,,,0.9984166138 x1; -5035117.5893904921 x0 + -23543.8468385730 x1 + 1.9067139452 x0^2 + -1.6305822663 x0 x1 + -1.4714929395 x1^2 + 202840.0888793364 x0^3 + 2571.6521135675 x0^2 x1 + 55.1101751365 x0 x1^2 + 277.3663764385 x1^3 + 8355366.6384203257 1 sin(1 x0) + 6.0132047804 1 cos(1 x0) + 13456.7189175162 1 sin(1 x1) + -8.1586441172 1 cos(1 x1) + 3.6691126792 x0 sin(1 x0) + -3320752.2041563024 x0 cos(1 x0) + -3.6449353487 x0 sin(1 x1) + 489.9343102220 x0 cos(1 x1) + 15689.1780702161 x1 cos(1 x0) + -2.1693879769 x1 sin(1 x1) + -5608.0456854882 x1 cos(1 x1) + -499767.6219336818 x0^2 sin(1 x0) + -122.0479107291 x0^2 sin(1 x1) + -0.9081812763 x0^2 cos(1 x1) + 6089.8327776136 x0 x1 sin(1 x0) + 1.0933778186 x0 x1 cos(1 x0) + 196.4144703375 x0 x1 sin(1 x1) + 1.2073446843 x0 x1 cos(1 x1) + 12.9170770089 x1^2 sin(1 x0) + -907.2260925527 x1^2 sin(1 x1) + 0.0324562678 x1^2 cos(1 x1) + 29139.2642924292 x0^3 cos(1 x0) + -7.7967125835 x0^3 cos(1 x1) + 2.4831700930 x0^2 x1 sin(1 x0) + -728.1823918177 x0^2 x1 cos(1 x0) + 33.2364366705 x0^2 x1 cos(1 x1) + -1.3878608205 x0 x1^2 sin(1 x0) + 6.9403468726 x0 x1^2 cos(1 x0) + -26.1210001625 x0 x1^2 cos(1 x1) + 0.3342153164 x1^3 sin(1 x0) + 11.6134527166 x1^3 cos(1 x0) + 61.1833301752 x1^3 cos(1 x1)
133,4/6/2026 0:52,vanderpol,Standard PySR,0.03,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,23.26452208,9,8,0.475988708,4.910846334,0.140610941,3.006090433,0.799424184,2.222382019,45.8389976,-5.402034293,12.5167683,x1 - (-1)*0.10288449*sin(x1**3); -x0 + x1*cos(x0**2)
234,4/6/2026 1:01,vanderpol,AutoSINDy,0.03,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,31.66509366,8,8,0.637125766,2.719075133,0.210692325,2.88183975,0.999787379,0.002355009,1.531578779,0.992576174,0.014120703,0.9999952850 x1; -1.0040361753 x0 + 1.9870425293 x1 + -1.9719934226 x0**2*x1
234,4/6/2026 1:01,vanderpol,Standard SINDy,0.03,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,0.873796225,252,252,0.639076386,2.695350256,0.161629833,3.076653785,0.991752984,0.081197976,3.511442184,,,154.9697573046 x1 + -1.5695947829 x0^2 x1 + -7.4704386464 x1^3 + -226.5975569135 1 sin(1 x1) + 1.8439610605 x0 cos(1 x0) + -2.9066260966 x0 cos(1 x1) + -3.7632054497 x1 cos(1 x0) + 76.5950191989 x1 cos(1 x1) + 1.0964004376 x0^2 sin(1 x0) + 0.2003045651 x0^2 sin(1 x1) + -1.3161346993 x0 x1 sin(1 x1) + 8.0933468189 x1^2 sin(1 x1) + 0.4225735021 x0^3 cos(1 x1) + -0.9751080231 x0^2 x1 cos(1 x0) + -0.4401990115 x0^2 x1 cos(1 x1) + 0.2280956803 x0 x1^2 cos(1 x0) + 0.5514102956 x0 x1^2 cos(1 x1); 2563113.7891458510 x0 + -2.9017151245 x0^2 + 2.7268783971 x1^2 + -103433.2964548490 x0^3 + 353.7522542308 x0^2 x1 + -6.1776992763 x0 x1^2 + -80.7569980130 x1^3 + -4251846.0629403526 1 sin(1 x0) + -2857.0728696648 1 sin(1 x1) + -2.0004399758 1 cos(1 x1) + 1.4544903357 x0 sin(1 x0) + 1688392.4747480922 x0 cos(1 x0) + -3.3312873503 x0 sin(1 x1) + 344.3221520529 x0 cos(1 x1) + 1752.3187920946 x1 cos(1 x0) + 0.5812058889 x1 sin(1 x1) + 1111.5045713330 x1 cos(1 x1) + 253746.7343449381 x0^2 sin(1 x0) + -106.0213016990 x0^2 sin(1 x1) + 2.7443246123 x0^2 cos(1 x1) + 677.2205674440 x0 x1 sin(1 x0) + 143.1210361272 x0 x1 sin(1 x1) + 67.0431077317 x1^2 sin(1 x0) + -3.3135386014 x1^2 cos(1 x0) + 159.8435069251 x1^2 sin(1 x1) + -0.2649956826 x1^2 cos(1 x1) + -14756.6612203169 x0^3 cos(1 x0) + -9.1515486740 x0^3 cos(1 x1) + 1.8115249599 x0^2 x1 sin(1 x0) + -81.8535234226 x0^2 x1 cos(1 x0) + 1.1713753311 x0^2 x1 sin(1 x1) + 27.4890328978 x0^2 x1 cos(1 x1) + -2.7086202055 x0 x1^2 sin(1 x0) + -11.7329365069 x0 x1^2 cos(1 x0) + -0.2317081182 x0 x1^2 sin(1 x1) + -19.2000366870 x0 x1^2 cos(1 x1) + 0.2758221156 x1^3 sin(1 x0) + 7.5230370442 x1^3 cos(1 x0) + -8.5271722170 x1^3 cos(1 x1)
234,4/6/2026 1:01,vanderpol,Standard PySR,0.03,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,23.34770584,7,8,0.477584115,5.009497069,0.043099428,3.606162224,0.798316061,2.239373554,6.145673037,-0.40944869,2.775665515,x1 - 0.013499008*sin(x1**3); x1*(0.83357877 - x0**2)
35,4/6/2026 1:02,vanderpol,AutoSINDy,0.03,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,18.67427087,12,12,0.63934265,2.65729798,0.193523913,3.232373632,0.999837724,0.001767465,1.362785339,0.998745753,0.002386268,0.9974563156 x1; -1.0028111891 x0 + 1.6753966969 x1 + 0.3306909630 x1*cos(x0) + -1.8564688647 x0**2*x1
35,4/6/2026 1:02,vanderpol,Standard SINDy,0.03,Separate,STLSQ,TRUE,0.21,0.985,gentle,middle,0.763884306,211,211,0.641502228,2.626675278,-1.153674185,8.822460704,0.994222324,0.063874889,2.252176523,-8.998452257,19.06673023,506.8081957417 x1 + -80.4788440928 x0^2 x1 + -505.8217969421 x1 cos(1 x0) + -195.5974319116 x0 x1 sin(1 x0) + 23.2487672046 x0^2 x1 cos(1 x0); -2810230.0272920956 x0 + -6.7284111757 x0^2 + -285.6441526176 x0 x1 + -14.9300827128 x1^2 + 114063.6564387619 x0^3 + 722.6858044265 x0^2 x1 + 22.3213274993 x0 x1^2 + -167.7833878921 x1^3 + 4651043.7110439166 1 sin(1 x0) + 4.4215132001 1 cos(1 x0) + -6693.4767222123 1 sin(1 x1) + 2.6490215040 1 cos(1 x1) + 16.5181123875 x0 sin(1 x0) + -1841165.1851872026 x0 cos(1 x0) + 7.1164630622 x0 sin(1 x1) + 350.3698418659 x0 cos(1 x1) + 585.4921529127 x1 sin(1 x0) + 4034.2137290245 x1 cos(1 x0) + 2665.5418122122 x1 cos(1 x1) + -275328.9196287696 x0^2 sin(1 x0) + -9.1400140918 x0^2 cos(1 x0) + -119.1365788412 x0^2 sin(1 x1) + -4.7947695888 x0^2 cos(1 x1) + 1563.0193838896 x0 x1 sin(1 x0) + -299.4612249403 x0 x1 cos(1 x0) + 153.7629413297 x0 x1 sin(1 x1) + 14.2523967286 x1^2 sin(1 x0) + 13.8924980891 x1^2 cos(1 x0) + 400.5360989547 x1^2 sin(1 x1) + -0.8416257837 x1^2 cos(1 x1) + 15868.0713913671 x0^3 cos(1 x0) + -3.4295130173 x0^3 sin(1 x1) + -9.1244429329 x0^3 cos(1 x1) + -54.2433721976 x0^2 x1 sin(1 x0) + -187.8554063848 x0^2 x1 cos(1 x0) + 32.8012756314 x0^2 x1 cos(1 x1) + 7.3513806010 x0 x1^2 sin(1 x0) + 10.5752256453 x0 x1^2 cos(1 x0) + -0.9783078249 x0 x1^2 sin(1 x1) + -21.6998499402 x0 x1^2 cos(1 x1) + -0.0653522167 x1^3 sin(1 x0) + 6.3315053591 x1^3 cos(1 x0) + -23.0552575266 x1^3 cos(1 x1)
